GENESIS-Tabelle: Darmstadt
Einpendelverflechtungen nach Geschlecht - Jahr - regionale;;;;;;
Tiefe: Gemeinden bzw. Gemeindeverbände;;;;;;
Pendlerrechnung der Länder;;;;;;
Stichtag: 30.06.2022;;;;;;
Arbeitsort: Darmstadt, Wissenschaftsstadt;;;;;;
;;Einpendelnde von ...;Einpendelnde von ...;Einpendelnde von ...;Anteil an allen Einpendelnden in den Arbeitsort;Luftlinienentfernung
;;Insgesamt;männlich;weiblich;;
;;Anzahl;Anzahl;Anzahl;Prozent;km
146270270270;Strehla, Stadt;-;-;-;-;-
146270290290;Thiendorf;-;-;-;-;-
146270310310;Weinböhla;-;-;-;-;-
146270360360;Zeithain;-;-;-;-;-
146275225040;Glaubitz;-;-;-;-;-
146275225190;Nünchritz;-;-;-;-;-
146275234240;Röderaue;-;-;-;-;-
146275234340;Wülknitz;-;-;-;-;-
146275238110;Lampertswalde;-;-;-;-;-
146275238250;Schönfeld;-;-;-;-;-
146280050050;Bannewitz;-;-;-;-;-
146280060060;Dippoldiswalde, Stadt;-;-;-;-;-
146280100100;Dürrröhrsdorf-Dittersbach;-;-;-;-;-
146280110110;Freital, Stadt;-;-;-;-;-
146280130130;Glashütte, Stadt;-;-;-;-;-
146280160160;Heidenau, Stadt;-;-;-;-;-
146280190190;Hohnstein, Stadt;-;-;-;-;-
146280220220;Kreischa;-;-;-;-;-
146280260260;Neustadt in Sachsen, Stadt;-;-;-;-;-
146280300300;Rabenau, Stadt;-;-;-;-;-
146280360360;Sebnitz, Stadt;-;-;-;-;-
146280380380;Stolpen, Stadt;-;-;-;-;-
146280410410;Wilsdruff, Stadt;-;-;-;-;-
146285201010;Altenberg, Stadt;-;-;-;-;-
146285201170;Hermsdorf/Erzgeb.;-;-;-;-;-
146285202020;Bad Gottleuba-Berggießhübel, Stadt;-;-;-;-;-
146285202040;Bahretal;-;-;-;-;-
146285202230;Liebstadt, Stadt;-;-;-;-;-
146285204030;Bad Schandau, Stadt;-;-;-;-;-
146285204320;Rathmannsdorf;-;-;-;-;-
146285204330;Reinhardtsdorf-Schöna;-;-;-;-;-
146285209080;Dohna, Stadt;-;-;-;-;-
146285209250;Müglitztal;-;-;-;-;-
146285219140;Gohrisch;-;-;-;-;-
146285219210;Königstein/Sächs. Schw., Stadt;-;-;-;-;-
146285219310;Rathen, Kurort;-;-;-;-;-
146285219340;Rosenthal-Bielatal;-;-;-;-;-
146285219390;Struppen;-;-;-;-;-
146285221240;Lohmen;-;-;-;-;-
146285221370;Stadt Wehlen, Stadt;-;-;-;-;-
146285229070;Dohma;-;-;-;-;-
146285229270;Pirna, Stadt;-;-;-;-;-
146285230150;Hartmannsdorf-Reichenau;-;-;-;-;-
146285230205;Klingenberg;-;-;-;-;-
146285240090;Dorfhain;-;-;-;-;-
146285240400;Tharandt, Stadt;-;-;-;-;-
147130000000;Leipzig, Stadt;78;47;31;0,1;308,7
147290030030;Bennewitz;-;-;-;-;-
147290040040;Böhlen, Stadt;-;-;-;-;-
147290050050;Borna, Stadt;-;-;-;-;-
147290060060;Borsdorf;-;-;-;-;-
147290070070;Brandis, Stadt;-;-;-;-;-
147290080080;Colditz, Stadt;-;-;-;-;-
147290140140;Frohburg, Stadt;-;-;-;-;-
147290150150;Geithain, Stadt;-;-;-;-;-
147290160160;Grimma, Stadt;-;-;-;-;-
147290170170;Groitzsch, Stadt;-;-;-;-;-
147290190190;Großpösna;-;-;-;-;-
147290220220;Kitzscher, Stadt;-;-;-;-;-
147290245245;Lossatal;-;-;-;-;-
147290250250;Machern;-;-;-;-;-
147290260260;Markkleeberg, Stadt;-;-;-;-;-
147290270270;Markranstädt, Stadt;-;-;-;-;-
147290320320;Neukieritzsch;-;-;-;-;-
147290360360;Regis-Breitingen, Stadt;-;-;-;-;-
147290370370;Rötha, Stadt;-;-;-;-;-
147290380380;Thallwitz;-;-;-;-;-
147290400400;Trebsen/Mulde, Stadt;-;-;-;-;-
147290410410;Wurzen, Stadt;-;-;-;-;-
147290430430;Zwenkau, Stadt;-;-;-;-;-
147295301010;Bad Lausick, Stadt;-;-;-;-;-
147295301330;Otterwisch;-;-;-;-;-
147295307020;Belgershain;-;-;-;-;-
147295307300;Naunhof, Stadt;-;-;-;-;-
147295307340;Parthenstein;-;-;-;-;-
147295308100;Elstertrebnitz;-;-;-;-;-
147295308350;Pegau, Stadt;-;-;-;-;-
147300020020;Bad Düben, Stadt;-;-;-;-;-
147300045045;Belgern-Schildau, Stadt;-;-;-;-;-
147300050050;Cavertitz;-;-;-;-;-
147300060060;Dahlen, Stadt;-;-;-;-;-
147300070070;Delitzsch, Stadt;-;-;-;-;-
147300080080;Doberschütz;-;-;-;-;-
147300110110;Eilenburg, Stadt;-;-;-;-;-
147300160160;Laußig;-;-;-;-;-
147300170170;Liebschützberg;-;-;-;-;-
147300180180;Löbnitz;-;-;-;-;-
147300190190;Mockrehna;-;-;-;-;-
147300200200;Mügeln, Stadt;-;-;-;-;-
147300210210;Naundorf;-;-;-;-;-
147300230230;Oschatz, Stadt;-;-;-;-;-
147300250250;Rackwitz;-;-;-;-;-
147300270270;Schkeuditz, Stadt;-;-;-;-;-
147300300300;Taucha, Stadt;-;-;-;-;-
147300330330;Wermsdorf;-;-;-;-;-
147300340340;Wiedemar;-;-;-;-;-
147305302010;Arzberg;-;-;-;-;-
147305302030;Beilrode;-;-;-;-;-
147305303090;Dommitzsch, Stadt;-;-;-;-;-
147305303120;Elsnig;-;-;-;-;-
147305303320;Trossin;-;-;-;-;-
147305306150;Krostitz;-;-;-;-;-
147305306280;Schönwölkau;-;-;-;-;-
147305311100;Dreiheide;-;-;-;-;-
147305311310;Torgau, Stadt;-;-;-;-;-
147305601140;Jesewitz;-;-;-;-;-
147305601360;Zschepplin;-;-;-;-;-
150010000000;Dessau-Roßlau, Stadt;-;-;-;-;-
150020000000;Halle (Saale), Stadt;23;14;9;0,0;293,4
150030000000;Magdeburg, Landeshauptstadt;24;19;5;0,0;324,6
150810030030;Arendsee (Altmark), Stadt;10;10;-;0,0;382,7
150810135135;Gardelegen, Hansestadt;-;-;-;-;-
150810240240;Kalbe (Milde), Stadt;-;-;-;-;-
150810280280;Klötze, Stadt;-;-;-;-;-
150810455455;Salzwedel, Hansestadt;-;-;-;-;-
150815051026;Apenburg-Winterfeld, Flecken;-;-;-;-;-
150815051045;Beetzendorf;-;-;-;-;-
150815051095;Dähre;-;-;-;-;-
150815051105;Diesdorf, Flecken;-;-;-;-;-
150815051225;Jübar;-;-;-;-;-
150815051290;Kuhfelde;-;-;-;-;-
150815051440;Rohrberg;-;-;-;-;-
150815051545;Wallstawe;-;-;-;-;-
150820005005;Aken (Elbe), Stadt;-;-;-;-;-
150820015015;Bitterfeld-Wolfen, Stadt;-;-;-;-;-
150820180180;Köthen (Anhalt), Stadt;-;-;-;-;-
150820241241;Muldestausee;-;-;-;-;-
150820256256;Osternienburger Land;-;-;-;-;-
150820301301;Raguhn-Jeßnitz, Stadt;-;-;-;-;-
150820340340;Sandersdorf-Brehna, Stadt;-;-;-;-;-
150820377377;Südliches Anhalt, Stadt;-;-;-;-;-
150820430430;Zerbst/Anhalt, Stadt;-;-;-;-;-
150820440440;Zörbig, Stadt;-;-;-;-;-
150830040040;Barleben;-;-;-;-;-
150830270270;Haldensleben, Stadt;-;-;-;-;-
150830298298;Hohe Börde;-;-;-;-;-
150830390390;Niedere Börde;-;-;-;-;-
150830411411;Oebisfelde-Weferlingen, Stadt;-;-;-;-;-
150830415415;Oschersleben (Bode), Stadt;-;-;-;-;-
150830490490;Sülzetal;-;-;-;-;-
150830531531;Wanzleben-Börde, Stadt;-;-;-;-;-
150830565565;Wolmirstedt, Stadt;-;-;-;-;-
150835051030;Angern;-;-;-;-;-
150835051120;Burgstall;-;-;-;-;-
150835051130;Colbitz;-;-;-;-;-
150835051361;Loitsche-Heinrichsberg;-;-;-;-;-
150835051440;Rogätz;-;-;-;-;-
150835051557;Westheide;-;-;-;-;-
150835051580;Zielitz;-;-;-;-;-
150835052020;Altenhausen;-;-;-;-;-
150835052060;Beendorf;-;-;-;-;-
150835052115;Bülstringen;-;-;-;-;-
150835052125;Calvörde;-;-;-;-;-
150835052205;Erxleben;-;-;-;-;-
150835052230;Flechtingen;-;-;-;-;-
150835052323;Ingersleben;-;-;-;-;-
150835053190;Eilsleben;-;-;-;-;-
150835053275;Harbke;-;-;-;-;-
150835053320;Hötensleben;-;-;-;-;-
150835053485;Sommersdorf;-;-;-;-;-
150835053505;Ummendorf;-;-;-;-;-
150835053515;Völpke;-;-;-;-;-
150835053535;Wefensleben;-;-;-;-;-
150835054025;Am Großen Bruch;-;-;-;-;-
150835054035;Ausleben;-;-;-;-;-
150835054245;Gröningen, Stadt;-;-;-;-;-
150835054355;Kroppenstedt, Stadt;-;-;-;-;-
150840130130;Elsteraue;-;-;-;-;-
150840235235;Hohenmölsen, Stadt;-;-;-;-;-
150840315315;Lützen, Stadt;-;-;-;-;-
150840355355;Naumburg (Saale), Stadt;-;-;-;-;-
150840490490;Teuchern, Stadt;-;-;-;-;-
150840550550;Weißenfels, Stadt;-;-;-;-;-
150840590590;Zeitz, Stadt;-;-;-;-;-
150845051012;An der Poststraße;-;-;-;-;-
150845051015;Bad Bibra, Stadt;-;-;-;-;-
150845051125;Eckartsberga, Stadt;-;-;-;-;-
150845051132;Finne;-;-;-;-;-
150845051133;Finneland;-;-;-;-;-
150845051246;Kaiserpfalz;-;-;-;-;-
150845051282;Lanitz-Hassel-Tal;-;-;-;-;-
150845052115;Droyßig;-;-;-;-;-
150845052207;Gutenborn;-;-;-;-;-
150845052275;Kretzschau;-;-;-;-;-
150845052442;Schnaudertal;-;-;-;-;-
150845052565;Wetterzeube;-;-;-;-;-
150845053025;Balgstädt;-;-;-;-;-
150845053135;Freyburg (Unstrut), Stadt;-;-;-;-;-
150845053150;Gleina;-;-;-;-;-
150845053170;Goseck;-;-;-;-;-
150845053250;Karsdorf;-;-;-;-;-
150845053285;Laucha an der Unstrut, Stadt;-;-;-;-;-
150845053360;Nebra (Unstrut), Stadt;-;-;-;-;-
150845054013;Meineweh;-;-;-;-;-
150845054335;Mertendorf;-;-;-;-;-
150845054341;Molauer Land;-;-;-;-;-
150845054375;Osterfeld, Stadt;-;-;-;-;-
150845054445;Schönburg;-;-;-;-;-
150845054470;Stößen, Stadt;-;-;-;-;-
150845054560;Wethau;-;-;-;-;-
150850040040;Ballenstedt, Stadt;-;-;-;-;-
150850055055;Blankenburg (Harz), Stadt;-;-;-;-;-
150850110110;Falkenstein/Harz, Stadt;-;-;-;-;-
150850135135;Halberstadt, Stadt;-;-;-;-;-
150850145145;Harzgerode, Stadt;-;-;-;-;-
150850185185;Huy;-;-;-;-;-
150850190190;Ilsenburg (Harz), Stadt;-;-;-;-;-
150850227227;Nordharz;-;-;-;-;-
150850228228;Oberharz am Brocken, Stadt;-;-;-;-;-
150850230230;Osterwieck, Stadt;-;-;-;-;-
150850235235;Quedlinburg, Welterbestadt;-;-;-;-;-
150850330330;Thale, Stadt;-;-;-;-;-
150850370370;Wernigerode, Stadt;-;-;-;-;-
150855051090;Ditfurt;-;-;-;-;-
150855051125;Groß Quenstedt;-;-;-;-;-
150855051140;Harsleben;-;-;-;-;-
150855051160;Hedersleben;-;-;-;-;-
150855051285;Schwanebeck, Stadt;-;-;-;-;-
150855051287;Selke-Aue;-;-;-;-;-
150855051365;Wegeleben, Stadt;-;-;-;-;-
150860005005;Biederitz;-;-;-;-;-
150860015015;Burg, Stadt;-;-;-;-;-
150860035035;Elbe-Parey;-;-;-;-;-
150860040040;Genthin, Stadt;-;-;-;-;-
150860055055;Gommern, Stadt;-;-;-;-;-
150860080080;Jerichow, Stadt;-;-;-;-;-
150860140140;Möckern, Stadt;-;-;-;-;-
150860145145;Möser;-;-;-;-;-
150870015015;Allstedt, Stadt;-;-;-;-;-
150870031031;Arnstein, Stadt;-;-;-;-;-
150870130130;Eisleben, Lutherstadt;-;-;-;-;-
150870165165;Gerbstedt, Stadt;-;-;-;-;-
150870220220;Hettstedt, Stadt;-;-;-;-;-
150870275275;Mansfeld, Stadt;-;-;-;-;-
150870370370;Sangerhausen, Stadt;-;-;-;-;-
150870386386;Seegebiet Mansfelder Land;-;-;-;-;-
150870412412;Südharz;-;-;-;-;-
150875051055;Berga;-;-;-;-;-
150875051101;Brücken-Hackpfüffel;-;-;-;-;-
150875051125;Edersleben;-;-;-;-;-
150875051250;Kelbra (Kyffhäuser), Stadt;-;-;-;-;-
150875051440;Wallhausen;-;-;-;-;-
150875052010;Ahlsdorf;-;-;-;-;-
150875052045;Benndorf;-;-;-;-;-
150875052070;Blankenheim;-;-;-;-;-
150875052075;Bornstedt;-;-;-;-;-
150875052205;Helbra;-;-;-;-;-
150875052210;Hergisdorf;-;-;-;-;-
150875052260;Klostermansfeld;-;-;-;-;-
150875052470;Wimmelburg;-;-;-;-;-
150880020020;Bad Dürrenberg, Solestadt;-;-;-;-;-
150880025025;Bad Lauchstädt, Goethestadt;-;-;-;-;-
150880065065;Braunsbedra, Stadt;-;-;-;-;-
150880150150;Kabelsketal;-;-;-;-;-
150880195195;Landsberg, Stadt;-;-;-;-;-
150880205205;Leuna, Stadt;-;-;-;-;-
150880216216;Wettin-Löbejün, Stadt;-;-;-;-;-
150880220220;Merseburg, Stadt;-;-;-;-;-
150880235235;Mücheln (Geiseltal), Stadt;-;-;-;-;-
150880295295;Petersberg;-;-;-;-;-
150880305305;Querfurt, Stadt;-;-;-;-;-
150880319319;Salzatal;-;-;-;-;-
150880330330;Schkopau;-;-;-;-;-
150880365365;Teutschenthal;-;-;-;-;-
150885051030;Barnstädt;-;-;-;-;-
150885051100;Farnstädt;-;-;-;-;-
150885051250;Nemsdorf-Göhrendorf;-;-;-;-;-
150885051265;Obhausen;-;-;-;-;-
150885051340;Schraplau, Stadt;-;-;-;-;-
150885051355;Steigra;-;-;-;-;-
150890015015;Aschersleben, Stadt;-;-;-;-;-
150890026026;Barby, Stadt;-;-;-;-;-
150890030030;Bernburg (Saale), Stadt;-;-;-;-;-
150890042042;Bördeland;-;-;-;-;-
150890055055;Calbe (Saale), Stadt;-;-;-;-;-
150890175175;Hecklingen, Stadt;-;-;-;-;-
150890195195;Könnern, Stadt;-;-;-;-;-
150890235235;Nienburg (Saale), Stadt;-;-;-;-;-
150890305305;Schönebeck (Elbe), Stadt;-;-;-;-;-
150890307307;Seeland, Stadt;-;-;-;-;-
150890310310;Staßfurt, Stadt;-;-;-;-;-
150895051041;Bördeaue;-;-;-;-;-
150895051043;Börde-Hakel;-;-;-;-;-
150895051045;Borne;-;-;-;-;-
150895051075;Egeln, Stadt;-;-;-;-;-
150895051365;Wolmirsleben;-;-;-;-;-
150895052005;Alsleben (Saale), Stadt;-;-;-;-;-
150895052130;Giersleben;-;-;-;-;-
150895052165;Güsten, Stadt;-;-;-;-;-
150895052185;Ilberstedt;-;-;-;-;-
150895052245;Plötzkau;-;-;-;-;-
150900070070;Bismark (Altmark), Stadt;-;-;-;-;-
150900225225;Havelberg, Hansestadt;-;-;-;-;-
150900415415;Osterburg (Altmark), Hansestadt;-;-;-;-;-
150900535535;Stendal, Hansestadt;17;.;.;0,0;371,3
150900546546;Tangerhütte, Stadt;-;-;-;-;-
150900550550;Tangermünde, Stadt;-;-;-;-;-
150905051010;Arneburg, Stadt;-;-;-;-;-
150905051135;Eichstedt (Altmark);-;-;-;-;-
150905051180;Goldbeck;-;-;-;-;-
150905051220;Hassel;-;-;-;-;-
150905051245;Hohenberg-Krusemark;-;-;-;-;-
150905051270;Iden;-;-;-;-;-
150905051435;Rochau;-;-;-;-;-
150905051610;Werben (Elbe), Hansestadt;-;-;-;-;-
150905052285;Kamern;-;-;-;-;-
150905052310;Klietz;-;-;-;-;-
150905052445;Sandau (Elbe), Stadt;-;-;-;-;-
150905052485;Schollene;-;-;-;-;-
150905052500;Schönhausen (Elbe);-;-;-;-;-
150905052631;Wust-Fischbeck;-;-;-;-;-
150905053003;Aland;-;-;-;-;-
150905053007;Altmärkische Höhe;-;-;-;-;-
150905053008;Altmärkische Wische;-;-;-;-;-
150905053520;Seehausen (Altmark), Hansestadt;-;-;-;-;-
150905053635;Zehrental;-;-;-;-;-
150910010010;Annaburg, Stadt;-;-;-;-;-
150910020020;Bad Schmiedeberg, Stadt;-;-;-;-;-
150910060060;Coswig (Anhalt), Stadt;-;-;-;-;-
150910110110;Gräfenhainichen, Stadt;-;-;-;-;-
150910145145;Jessen (Elster), Stadt;-;-;-;-;-
150910160160;Kemberg, Stadt;-;-;-;-;-
150910241241;Oranienbaum-Wörlitz, Stadt;-;-;-;-;-
150910375375;Wittenberg, Lutherstadt;-;-;-;-;-
150910391391;Zahna-Elster, Stadt;-;-;-;-;-
160510000000;Erfurt, Stadt;46;35;11;0,1;207,3
160520000000;Gera, Stadt;12;9;3;0,0;267,8
160530000000;Jena, Stadt;28;20;8;0,0;237,8
160540000000;Suhl, Stadt;-;-;-;-;-
160550000000;Weimar, Stadt;12;7;5;0,0;224,5
160560000000;Eisenach, Stadt;-;-;-;-;-
160610045000;Heilbad Heiligenstadt, Stadt;-;-;-;-;-
160610074000;Niederorschel;-;-;-;-;-
160610115000;Leinefelde-Worbis, Stadt;-;-;-;-;-
160610116000;Am Ohmberg;-;-;-;-;-
160610117000;Sonnenstein;-;-;-;-;-
160610118000;Dingelstädt, Stadt;-;-;-;-;-
160615001000;Lindenberg/Eichsfeld;-;-;-;-;-
160615006000;Eichsfeld-Wipperaue;-;-;-;-;-
160615008000;Hanstein-Rusteberg;-;-;-;-;-
160615009000;Leinetal;-;-;-;-;-
160615012000;Uder;-;-;-;-;-
160615013000;Westerwald-Obereichsfeld;-;-;-;-;-
160615014000;Ershausen/Geismar;-;-;-;-;-
160620005000;Ellrich, Stadt;-;-;-;-;-
160620041000;Nordhausen, Stadt;-;-;-;-;-
160620049000;Sollstedt;-;-;-;-;-
160620062000;Hohenstein;-;-;-;-;-
160620063000;Werther;-;-;-;-;-
160620065000;Harztor;-;-;-;-;-
160625053000;Heringen/Helme, Stadt;-;-;-;-;-
160625054000;Bleicherode, Stadt;-;-;-;-;-
160630004000;Barchfeld-Immelborn;-;-;-;-;-
160630076000;Treffurt, Stadt;-;-;-;-;-
160630078000;Unterbreizbach;-;-;-;-;-
160630082000;Vacha, Stadt;-;-;-;-;-
160630092000;Wutha-Farnroda;-;-;-;-;-
160630097000;Gerstungen;-;-;-;-;-
160630098000;Hörselberg-Hainich;-;-;-;-;-
160630099000;Bad Liebenstein, Stadt;-;-;-;-;-
160630101000;Krayenberggemeinde;-;-;-;-;-
160630103000;Werra-Suhl-Tal, Stadt;-;-;-;-;-
160630105000;Eisenach, Stadt;-;-;-;-;-
160635006000;Hainich-Werratal;-;-;-;-;-
160635051000;Bad Salzungen, Stadt;-;-;-;-;-
160635056000;Geisa, Stadt;-;-;-;-;-
160635057000;Ruhla, Stadt;-;-;-;-;-
160635059000;Dermbach;-;-;-;-;-
160640003000;Bad Langensalza, Stadt;-;-;-;-;-
160640014000;Dünwald;-;-;-;-;-
160640046000;Mühlhausen/Thüringen, Stadt;-;-;-;-;-
160640071000;Unstruttal;-;-;-;-;-
160640072000;Menteroda;-;-;-;-;-
160640073000;Anrode;-;-;-;-;-
160645001000;Bad Tennstedt;-;-;-;-;-
160645051000;Herbsleben;-;-;-;-;-
160645052000;Südeichsfeld;-;-;-;-;-
160645053000;Vogtei;-;-;-;-;-
160645054000;Unstrut-Hainich;-;-;-;-;-
160645055000;Nottertal-Heilinger Höhen, Stadt;-;-;-;-;-
160650003000;Bad Frankenhausen/Kyffhäuser, Stadt;-;-;-;-;-
160650032000;Helbedündorf;-;-;-;-;-
160650067000;Sondershausen, Stadt;-;-;-;-;-
160650085000;Kyffhäuserland;-;-;-;-;-
160650087000;Roßleben-Wiehe, Stadt;-;-;-;-;-
160650089000;Greußen, Stadt;-;-;-;-;-
160655002000;Greußen;-;-;-;-;-
160655052000;Ebeleben, Stadt;-;-;-;-;-
160655055000;Artern, Stadt;-;-;-;-;-
160655056000;An der Schmücke, Stadt;-;-;-;-;-
160660023000;Floh-Seligenthal;-;-;-;-;-
160660047000;Oberhof, Stadt;-;-;-;-;-
160660063000;Schmalkalden, Kurort, Stadt;-;-;-;-;-
160660069000;Steinbach-Hallenberg, Kurort, Stadt;-;-;-;-;-
160660074000;Brotterode-Trusetal, Stadt;-;-;-;-;-
160660092000;Zella-Mehlis, Stadt;-;-;-;-;-
160660093000;Rhönblick;-;-;-;-;-
160660094000;Grabfeld;-;-;-;-;-
160665005000;Hohe Rhön;-;-;-;-;-
160665013000;Wasungen-Amt Sand;-;-;-;-;-
160665014000;Dolmar-Salzbrücke;-;-;-;-;-
160665050000;Meiningen, Stadt;-;-;-;-;-
160665051000;Breitungen/Werra;-;-;-;-;-
160670019000;Friedrichroda, Stadt;-;-;-;-;-
160670029000;Gotha, Stadt;-;-;-;-;-
160670064000;Bad Tabarz;-;-;-;-;-
160670065000;Tambach-Dietharz/Thür. Wald, Stadt;-;-;-;-;-
160670072000;Waltershausen, Stadt;-;-;-;-;-
160670087000;Nesse-Apfelstädt;-;-;-;-;-
160670088000;Hörsel;-;-;-;-;-
160675007000;Nesseaue;-;-;-;-;-
160675012000;Fahner Höhe;-;-;-;-;-
160675050000;Ohrdruf, Stadt;-;-;-;-;-
160675052000;Drei Gleichen;-;-;-;-;-
160675053000;Nessetal;-;-;-;-;-
160675054000;Georgenthal;-;-;-;-;-
160680034000;Kölleda, Stadt;-;-;-;-;-
160680051000;Sömmerda, Stadt;-;-;-;-;-
160680058000;Weißensee, Stadt;-;-;-;-;-
160680063000;Buttstädt;-;-;-;-;-
160685002000;Gera-Aue;-;-;-;-;-
160685005000;Kindelbrück;-;-;-;-;-
160685006000;Kölleda;-;-;-;-;-
160685009000;Straußfurt;-;-;-;-;-
160685012000;Gramme-Vippach;-;-;-;-;-
160685050000;Elxleben;-;-;-;-;-
160690012000;Eisfeld, Stadt;-;-;-;-;-
160690024000;Hildburghausen, Stadt;-;-;-;-;-
160690042000;Schleusegrund;-;-;-;-;-
160690043000;Schleusingen, Stadt;-;-;-;-;-
160690053000;Veilsdorf;-;-;-;-;-
160690061000;Masserberg;-;-;-;-;-
160690062000;Römhild, Stadt;-;-;-;-;-
160695002000;Feldstein;-;-;-;-;-
160695004000;Heldburger Unterland;-;-;-;-;-
160695051000;Auengrund;-;-;-;-;-
160700004000;Arnstadt, Stadt;-;-;-;-;-
160700028000;Amt Wachsenburg;-;-;-;-;-
160700029000;Ilmenau, Stadt;-;-;-;-;-
160700048000;Stadtilm, Stadt;-;-;-;-;-
160700057000;Geratal;-;-;-;-;-
160700058000;Großbreitenbach, Stadt;-;-;-;-;-
160705002000;Geratal/Plaue;-;-;-;-;-
160705009000;Riechheimer Berg;-;-;-;-;-
160710001000;Apolda, Stadt;-;-;-;-;-
160710003000;Bad Berka, Stadt;-;-;-;-;-
160710008000;Blankenhain, Stadt;-;-;-;-;-
160710101000;Ilmtal-Weinstraße;-;-;-;-;-
160710103000;Grammetal;-;-;-;-;-
160715007000;Kranichfeld;-;-;-;-;-
160715008000;Mellingen;-;-;-;-;-
160715051000;Bad Sulza, Stadt;-;-;-;-;-
160715053000;Am Ettersberg;-;-;-;-;-
160720011000;Lauscha, Stadt;-;-;-;-;-
160720015000;Schalkau, Stadt;-;-;-;-;-
160720018000;Sonneberg, Stadt;-;-;-;-;-
160720019000;Steinach, Stadt;-;-;-;-;-
160720023000;Frankenblick;-;-;-;-;-
160720024000;Föritztal;-;-;-;-;-
160725051000;Neuhaus am Rennweg, Stadt;-;-;-;-;-
160730005000;Bad Blankenburg, Stadt;-;-;-;-;-
160730076000;Rudolstadt, Stadt;-;-;-;-;-
160730077000;Saalfeld/Saale, Stadt;-;-;-;-;-
160730106000;Leutenberg, Stadt;-;-;-;-;-
160730109000;Uhlstädt-Kirchhasel;-;-;-;-;-
160730111000;Unterwellenborn;-;-;-;-;-
160735005000;Schiefergebirge;-;-;-;-;-
160735012000;Schwarzatal;-;-;-;-;-
160735051000;Kaulsdorf;-;-;-;-;-
160735054000;Königsee, Stadt;-;-;-;-;-
160740044000;Kahla, Stadt;-;-;-;-;-
160745005000;Heideland-Elstertal-Schkölen;-;-;-;-;-
160745007000;Hügelland/Täler;-;-;-;-;-
160745011000;Südliches Saaletal;-;-;-;-;-
160745014000;Hermsdorf;-;-;-;-;-
160745015000;Dornburg-Camburg;-;-;-;-;-
160745050000;Stadtroda, Stadt;-;-;-;-;-
160745051000;Bürgel, Stadt;-;-;-;-;-
160745052000;Eisenberg, Stadt;-;-;-;-;-
160745053000;Bad Klosterlausnitz;-;-;-;-;-
160750046000;Hirschberg, Stadt;-;-;-;-;-
160750062000;Bad Lobenstein, Stadt;-;-;-;-;-
160750085000;Pößneck, Stadt;-;-;-;-;-
160750098000;Schleiz, Stadt;-;-;-;-;-
160750131000;Gefell, Stadt;-;-;-;-;-
160750132000;Tanna, Stadt;-;-;-;-;-
160750133000;Wurzbach, Stadt;-;-;-;-;-
160750134000;Remptendorf;-;-;-;-;-
160750135000;Saalburg-Ebersdorf, Stadt;-;-;-;-;-
160750136000;Rosenthal am Rennsteig;-;-;-;-;-
160755004000;Seenplatte;-;-;-;-;-
160755005000;Oppurg;-;-;-;-;-
160755011000;Triptis;-;-;-;-;-
160755013000;Ranis-Ziegenrück;-;-;-;-;-
160755050000;Neustadt an der Orla, Stadt;-;-;-;-;-
160760004000;Berga/Elster, Stadt;-;-;-;-;-
160760022000;Greiz, Stadt;-;-;-;-;-
160760061000;Ronneburg, Stadt;-;-;-;-;-
160760088000;Harth-Pöllnitz;-;-;-;-;-
160760089000;Kraftsdorf;-;-;-;-;-
160760092000;Auma-Weidatal, Stadt;-;-;-;-;-
160760093000;Mohlsdorf-Teichwolframsdorf;-;-;-;-;-
160765004000;Wünschendorf/Elster;-;-;-;-;-
160765006000;Münchenbernsdorf;-;-;-;-;-
160765008000;Am Brahmetal;-;-;-;-;-
160765051000;Bad Köstritz, Stadt;-;-;-;-;-
160765053000;Weida, Stadt;-;-;-;-;-
160765054000;Zeulenroda-Triebes, Stadt;-;-;-;-;-
160765056000;Langenwetzendorf;-;-;-;-;-
160770001000;Altenburg, Stadt;-;-;-;-;-
160770028000;Lucka, Stadt;-;-;-;-;-
160770032000;Meuselwitz, Stadt;-;-;-;-;-
160775004000;Pleißenaue;-;-;-;-;-
160775005000;Rositz;-;-;-;-;-
160775009000;Oberes Sprottental;-;-;-;-;-
160775050000;Gößnitz, Stadt;-;-;-;-;-
160775051000;Nobitz;-;-;-;-;-
160775052000;Schmölln, Stadt;-;-;-;-;-
-;Albanien;-;-;-;-;-
-;Bosnien und Herzegowina;-;-;-;-;-
-;Belgien;-;-;-;-;-
-;Bulgarien;-;-;-;-;-
-;Dänemark;-;-;-;-;-
-;Estland;-;-;-;-;-
-;Finnland;-;-;-;-;-
-;Frankreich;16;10;6;0,0;x
-;Kroatien;-;-;-;-;-
-;Slowenien;-;-;-;-;-
-;Serbien (einschließlich Kosovo);-;-;-;-;-
-;Griechenland;-;-;-;-;-
-;Irland;-;-;-;-;-
-;Island;-;-;-;-;-
-;Italien;-;-;-;-;-
-;Jugoslawien, Bundesrepublik;-;-;-;-;-
-;Lettland;-;-;-;-;-
-;Montenegro;-;-;-;-;-
-;Liechtenstein;-;-;-;-;-
-;Litauen;-;-;-;-;-
-;Luxemburg;x;x;x;x;x
-;Mazedonien;-;-;-;-;-
-;Malta;-;-;-;-;-
-;Moldau;-;-;-;-;-
-;Monaco;-;-;-;-;-
-;Niederlande;-;-;-;-;-
-;Norwegen;-;-;-;-;-
-;Österreich;-;-;-;-;-
